央视,#genre#
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225492/2/index.m3u8
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225705/2/index.m3u8
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225746/2/index.m3u8
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225834/2/index.m3u8
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225852/2/index.m3u8
江西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225583/2/index.m3u8
江西都市频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225584/2/index.m3u8
江西经济生活频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225580/2/index.m3u8
江西影视旅游频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225579/2/index.m3u8
江西公共农业频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225578/2/index.m3u8
江西少儿频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225577/2/index.m3u8
江西新闻频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225615/2/index.m3u8
江西新闻频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225576/2/index.m3u8
吉州卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225679/2/index.m3u8
九江公共频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225775/2/index.m3u8
九江新闻综合频道,http://39.135.139.214:6610/PLTV/88888888/224/3221225774/2/index.m3u8

安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225691/2/index.m3u8
安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225737/2/index.m3u8
安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225815/2/index.m3u8
安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225816/2/index.m3u8
安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225867/2/index.m3u8
安徽卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225541/2/index.m3u8

北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225600/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225673/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225674/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225839/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225840/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225813/2/index.m3u8
北京卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225543/2/index.m3u8
北京冬奥纪实,http://39.135.139.214:6610/PLTV/88888888/224/3221225675/2/index.m3u8
北京冬奥纪实,http://39.135.139.214:6610/PLTV/88888888/224/3221225676/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225485/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225698/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225739/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225803/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225804/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225886/2/index.m3u8
天津卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225556/2/index.m3u8

东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225489/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225658/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225659/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225853/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225854/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225829/2/index.m3u8
东方卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225561/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225491/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225703/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225744/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225857/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225858/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225864/2/index.m3u8
浙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225557/2/index.m3u8
东南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225585/2/index.m3u8
东南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225657/2/index.m3u8
东南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225830/2/index.m3u8
东南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225552/2/index.m3u8
厦门卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225836/2/index.m3u8

江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225488/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225702/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225743/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225855/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225856/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225881/2/index.m3u8
江苏卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225582/2/index.m3u8


湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225596/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225699/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225740/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225799/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225800/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225871/2/index.m3u8
湖北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225550/2/index.m3u8

湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225490/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225704/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225745/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225763/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225817/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225818/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225833/2/index.m3u8
湖南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225555/2/index.m3u8
金鹰纪实,http://39.135.139.214:6610/PLTV/88888888/224/3221225595/2/index.m3u8

广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225597/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225701/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225742/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225825/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225826/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225868/2/index.m3u8
广东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225558/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225598/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225700/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225741/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225827/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225828/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225875/2/index.m3u8
深圳卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225559/2/index.m3u8

重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225612/2/index.m3u8
重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225692/2/index.m3u8
重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225851/2/index.m3u8
重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225866/2/index.m3u8
重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225734/2/index.m3u8
重庆卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225540/2/index.m3u8

辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225601/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225696/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225849/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225850/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225547/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225735/2/index.m3u8
辽宁卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225835/2/index.m3u8

河北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225610/2/index.m3u8
河北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225880/2/index.m3u8
河北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225544/2/index.m3u8
河北卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225732/2/index.m3u8

河南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225611/2/index.m3u8
河南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225545/2/index.m3u8
河南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225870/2/index.m3u8


黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225586/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225690/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225736/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225797/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225798/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225831/2/index.m3u8
黑龙江卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225542/2/index.m3u8

山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225484/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225697/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225738/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225801/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225802/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225873/2/index.m3u8
山东卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225539/2/index.m3u8
山东教育,http://39.135.139.214:6610/PLTV/88888888/224/3221225719/2/index.m3u8
山东教育,http://39.135.139.214:6610/PLTV/88888888/224/3221225863/2/index.m3u8

贵州卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225483/2/index.m3u8
贵州卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225860/2/index.m3u8
贵州卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225537/2/index.m3u8
贵州卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225728/2/index.m3u8


四川卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225487/2/index.m3u8
四川卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225885/2/index.m3u8
四川卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225532/2/index.m3u8
四川卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225733/2/index.m3u8
安多卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225897/2/index.m3u8
康巴卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225899/2/index.m3u8

广西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225869/2/index.m3u8
广西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225551/2/index.m3u8
广西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225731/2/index.m3u8

海南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225861/2/index.m3u8
海南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225548/2/index.m3u8
海南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225722/2/index.m3u8

山西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225884/2/index.m3u8
山西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225549/2/index.m3u8
山西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225730/2/index.m3u8

吉林卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225872/2/index.m3u8
吉林卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225553/2/index.m3u8
吉林卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225680/2/index.m3u8
延边卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225903/2/index.m3u8

陕西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225874/2/index.m3u8
陕西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225531/2/index.m3u8
陕西卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225729/2/index.m3u8
农林卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225901/2/index.m3u8

云南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225838/2/index.m3u8
